gender,height_cm,bodyweight_kg,workout_name,set_weight_kg,reps,duration_min,calories_burned,predicted_1rm
M,175,74,Rear delt fly,135.0,18,2,8.6,216.0
M,175,74,Chin Up,0.0,12,3,13.0,0.0
M,175,74,Chin Up,0.0,8,3,13.0,0.0
M,175,74,Chin Up,35.0,8,3,13.0,44.33333333333333
M,175,74,Chin Up,35.0,8,3,13.0,44.33333333333333
M,175,74,Chin Up,35.0,8,3,13.0,44.33333333333333
M,175,74,Chin Up,35.0,8,3,13.0,44.33333333333333
M,175,74,Seated Cable Row (close Grip),150.0,10,3,13.0,200.0
M,175,74,Seated Cable Row (close Grip),150.0,10,3,13.0,200.0
M,175,74,Seated Cable Row (close Grip),150.0,10,3,13.0,200.0
M,175,74,Seated Cable Row (close Grip),150.0,10,3,13.0,200.0
M,175,74,Rear delt fly,135.0,15,2,8.6,202.5
M,175,74,Rear delt fly,135.0,15,2,8.6,202.5
M,175,74,Rear delt fly,135.0,15,2,8.6,202.5
M,175,74,Rear delt fly,135.0,18,2,8.6,216.0
M,175,74,Squat (Barbell),155.0,8,3,22.2,196.33333333333331
M,175,74,Squat (Barbell),155.0,8,3,22.2,196.33333333333331
M,175,74,Squat (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Squat (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),235.0,8,3,22.2,297.66666666666663
M,175,74,Squat (Barbell),245.0,8,3,22.2,310.3333333333333
M,175,74,Squat,155.0,8,3,22.2,196.33333333333331
M,175,74,Squat,155.0,8,3,22.2,196.33333333333331
M,175,74,Squat,185.0,8,3,22.2,234.33333333333331
M,175,74,Squat,185.0,8,3,22.2,234.33333333333331
M,175,74,Squat,225.0,8,3,22.2,285.0
M,175,74,Squat,225.0,8,3,22.2,285.0
M,175,74,Squat,235.0,8,3,22.2,297.66666666666663
M,175,74,Squat,245.0,8,3,22.2,310.3333333333333
M,175,74,Seated Shoulder  Press (Barbell),135.0,8,3,13.0,171.0
M,175,74,Seated Shoulder  Press (Barbell),135.0,8,3,13.0,171.0
M,175,74,Seated Shoulder  Press (Barbell),185.0,8,3,13.0,234.33333333333331
M,175,74,Seated Shoulder  Press (Barbell),195.0,8,3,13.0,247.0
M,175,74,Seated Shoulder  Press (Barbell),195.0,8,3,13.0,247.0
M,175,74,Seated Shoulder  Press (Barbell),200.0,8,3,13.0,253.33333333333331
M,175,74,Weighted dips,0.0,8,3,13.0,0.0
M,175,74,Weighted dips,0.0,8,3,13.0,0.0
M,175,74,Weighted dips,45.0,12,3,13.0,62.99999999999999
M,175,74,Weighted dips,45.0,12,3,13.0,62.99999999999999
M,175,74,Seated Military Press,135.0,8,3,13.0,171.0
M,175,74,Seated Military Press,135.0,8,3,13.0,171.0
M,175,74,Seated Military Press,185.0,8,3,13.0,234.33333333333331
M,175,74,Seated Military Press,195.0,8,3,13.0,247.0
M,175,74,Seated Military Press,195.0,8,3,13.0,247.0
M,175,74,Seated Military Press,200.0,8,3,13.0,253.33333333333331
M,175,74,Weighted dips,0.0,8,3,13.0,0.0
M,175,74,Weighted dips,0.0,8,3,13.0,0.0
M,175,74,Weighted dips,45.0,12,3,13.0,62.99999999999999
M,175,74,Weighted dips,45.0,12,3,13.0,62.99999999999999
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,0.0,12,3,13.0,0.0
M,175,74,Chin Up,0.0,12,3,13.0,0.0
M,175,74,Seated Row,160.0,12,3,13.0,224.0
M,175,74,Seated Row,160.0,12,3,13.0,224.0
M,175,74,Seated Row,160.0,12,3,13.0,224.0
M,175,74,Seated Row,115.0,12,3,13.0,161.0
M,175,74,Hammer Curl,70.0,15,2,8.6,105.0
M,175,74,Hammer Curl,70.0,15,2,8.6,105.0
M,175,74,Hammer Curl,70.0,15,2,8.6,105.0
M,175,74,Rear delt fly,135.0,8,3,13.0,171.0
M,175,74,Rear delt fly,135.0,8,3,13.0,171.0
M,175,74,Rear delt fly,135.0,8,3,13.0,171.0
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,0.0,12,3,13.0,0.0
M,175,74,Chin Up,0.0,12,3,13.0,0.0
M,175,74,Seated Cable Row (close Grip),160.0,12,3,13.0,224.0
M,175,74,Seated Cable Row (close Grip),160.0,12,3,13.0,224.0
M,175,74,Seated Cable Row (close Grip),160.0,12,3,13.0,224.0
M,175,74,Seated Cable Row (close Grip),115.0,12,3,13.0,161.0
M,175,74,Hammer Curl (Dumbbell ),70.0,15,2,8.6,105.0
M,175,74,Hammer Curl (Dumbbell ),70.0,15,2,8.6,105.0
M,175,74,Hammer Curl (Dumbbell ),70.0,15,2,8.6,105.0
M,175,74,Rear delt fly,135.0,8,3,13.0,171.0
M,175,74,Rear delt fly,135.0,8,3,13.0,171.0
M,175,74,Rear delt fly,135.0,8,3,13.0,171.0
M,175,74,Incline Bench Press,135.0,8,3,22.2,171.0
M,175,74,Incline Bench Press,185.0,8,3,22.2,234.33333333333331
M,175,74,Incline Bench Press,225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press,225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press,225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press,155.0,15,2,14.8,232.5
M,175,74,Incline Bench Press,155.0,15,2,14.8,232.5
M,175,74,Hammer shoulder press,140.0,10,3,13.0,186.66666666666666
M,175,74,Hammer shoulder press,140.0,10,3,13.0,186.66666666666666
M,175,74,Hammer shoulder press,140.0,10,3,13.0,186.66666666666666
M,175,74,Tricep pushdown,120.0,15,2,8.6,180.0
M,175,74,Tricep pushdown,120.0,15,2,8.6,180.0
M,175,74,Tricep pushdown,100.0,12,3,13.0,140.0
M,175,74,Incline Bench Press (Barbell),135.0,8,3,22.2,171.0
M,175,74,Incline Bench Press (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),155.0,15,2,14.8,232.5
M,175,74,Incline Bench Press (Barbell),155.0,15,2,14.8,232.5
M,175,74,Hammer shoulder press,140.0,10,3,13.0,186.66666666666666
M,175,74,Hammer shoulder press,140.0,10,3,13.0,186.66666666666666
M,175,74,Hammer shoulder press,140.0,10,3,13.0,186.66666666666666
M,175,74,Tricep pushdown,120.0,15,2,8.6,180.0
M,175,74,Tricep pushdown,120.0,15,2,8.6,180.0
M,175,74,Tricep pushdown,100.0,12,3,13.0,140.0
M,175,74,Squat,185.0,8,3,22.2,234.33333333333331
M,175,74,Squat,185.0,6,3,22.2,222.0
M,175,74,Squat,225.0,8,3,22.2,285.0
M,175,74,Squat,265.0,8,3,22.2,335.66666666666663
M,175,74,Squat,255.0,8,3,22.2,323.0
M,175,74,Squat,250.0,8,3,22.2,316.66666666666663
M,175,74,Squat,245.0,8,3,22.2,310.3333333333333
M,175,74,Squat,265.0,8,3,22.2,335.66666666666663
M,175,74,Squat (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Squat (Barbell),185.0,6,3,22.2,222.0
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),265.0,8,3,22.2,335.66666666666663
M,175,74,Squat (Barbell),255.0,8,3,22.2,323.0
M,175,74,Squat (Barbell),250.0,8,3,22.2,316.66666666666663
M,175,74,Squat (Barbell),245.0,8,3,22.2,310.3333333333333
M,175,74,Squat (Barbell),265.0,8,3,22.2,335.66666666666663
M,175,74,Incline Bench Press,135.0,8,3,22.2,171.0
M,175,74,Incline Bench Press,155.0,8,3,22.2,196.33333333333331
M,175,74,Incline Bench Press,225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press,225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press,225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press,175.0,25,2,14.8,320.83333333333337
M,175,74,Seated Military Press,135.0,8,3,13.0,171.0
M,175,74,Seated Military Press,135.0,8,3,13.0,171.0
M,175,74,Seated Military Press,165.0,8,3,13.0,209.0
M,175,74,Seated Military Press,165.0,8,3,13.0,209.0
M,175,74,Weighted dips,45.0,10,3,13.0,60.0
M,175,74,Weighted dips,45.0,10,3,13.0,60.0
M,175,74,Weighted dips,45.0,12,3,13.0,62.99999999999999
M,175,74,Hammer shoulder press,0.0,0,4,17.3,0.0
M,175,74,Hammer shoulder press,0.0,0,4,17.3,0.0
M,175,74,Hammer shoulder press,0.0,0,4,17.3,0.0
M,175,74,Incline Bench Press (Barbell),135.0,8,3,22.2,171.0
M,175,74,Incline Bench Press (Barbell),155.0,8,3,22.2,196.33333333333331
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),175.0,25,2,14.8,320.83333333333337
M,175,74,Seated Shoulder  Press (Barbell),135.0,8,3,13.0,171.0
M,175,74,Seated Shoulder  Press (Barbell),135.0,8,3,13.0,171.0
M,175,74,Seated Shoulder  Press (Barbell),165.0,8,3,13.0,209.0
M,175,74,Seated Shoulder  Press (Barbell),165.0,8,3,13.0,209.0
M,175,74,Weighted dips,45.0,10,3,13.0,60.0
M,175,74,Weighted dips,45.0,10,3,13.0,60.0
M,175,74,Weighted dips,45.0,12,3,13.0,62.99999999999999
M,175,74,Hammer shoulder press,0.0,0,4,17.3,0.0
M,175,74,Hammer shoulder press,0.0,0,4,17.3,0.0
M,175,74,Hammer shoulder press,0.0,0,4,17.3,0.0
M,175,74,Chin Up,35.0,10,3,13.0,46.666666666666664
M,175,74,Chin Up,35.0,8,3,13.0,44.33333333333333
M,175,74,Chin Up,35.0,8,3,13.0,44.33333333333333
M,175,74,Chin Up,35.0,8,3,13.0,44.33333333333333
M,175,74,Chin Up,35.0,8,3,13.0,44.33333333333333
M,175,74,T-bar Row,120.0,10,3,13.0,160.0
M,175,74,T-bar Row,120.0,10,3,13.0,160.0
M,175,74,T-bar Row,115.0,10,3,13.0,153.33333333333331
M,175,74,Lat Pulldown ,155.0,12,3,13.0,217.0
M,175,74,Lat Pulldown ,165.0,10,3,13.0,220.0
M,175,74,Lat Pulldown ,165.0,10,3,13.0,220.0
M,175,74,Rear delt fly,135.0,15,2,8.6,202.5
M,175,74,Rear delt fly,135.0,15,2,8.6,202.5
M,175,74,Rear delt fly,135.0,15,2,8.6,202.5
M,175,74,Bicep Curl (Barbell),95.0,10,3,13.0,126.66666666666666
M,175,74,Bicep Curl (Barbell),95.0,10,3,13.0,126.66666666666666
M,175,74,Hammer Curl (Dumbbell ),80.0,10,3,13.0,106.66666666666666
M,175,74,Hammer Curl (Dumbbell ),70.0,12,3,13.0,98.0
M,175,74,Incline Bench Press (Barbell),135.0,8,3,22.2,171.0
M,175,74,Incline Bench Press (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Incline Bench Press (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Overhead Press (Dumbbell),120.0,12,3,22.2,168.0
M,175,74,Overhead Press (Dumbbell),120.0,10,3,22.2,160.0
M,175,74,Overhead Press (Dumbbell),120.0,10,3,22.2,160.0
M,175,74,Weighted dips,0.0,12,3,13.0,0.0
M,175,74,Squat (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),245.0,8,3,22.2,310.3333333333333
M,175,74,Squat (Barbell),245.0,8,3,22.2,310.3333333333333
M,175,74,Squat (Barbell),250.0,8,3,22.2,316.66666666666663
M,175,74,Chin Up,37.5,10,3,13.0,50.0
M,175,74,Chin Up,37.5,10,3,13.0,50.0
M,175,74,Chin Up,37.5,10,3,13.0,50.0
M,175,74,Chin Up,37.5,10,3,13.0,50.0
M,175,74,Chin Up,37.5,10,3,13.0,50.0
M,175,74,Chin Up,37.5,10,3,13.0,50.0
M,175,74,Seated Cable Row (close Grip),160.0,10,3,13.0,213.33333333333331
M,175,74,Seated Cable Row (close Grip),160.0,10,3,13.0,213.33333333333331
M,175,74,Seated Cable Row (close Grip),160.0,10,3,13.0,213.33333333333331
M,175,74,Rear delt fly,140.0,12,3,13.0,196.0
M,175,74,Rear delt fly,140.0,12,3,13.0,196.0
M,175,74,Rear delt fly,140.0,12,3,13.0,196.0
M,175,74,Bicep Curl (Barbell),95.0,10,3,13.0,126.66666666666666
M,175,74,Bicep Curl (Barbell),95.0,10,3,13.0,126.66666666666666
M,175,74,Bicep Curl (Barbell),95.0,10,3,13.0,126.66666666666666
M,175,74,Bicep Curl (Barbell),65.0,10,3,13.0,86.66666666666666
M,175,74,Hammer Curl (Dumbbell ),60.0,12,3,13.0,84.0
M,175,74,Hammer Curl (Dumbbell ),60.0,12,3,13.0,84.0
M,175,74,Squat (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),245.0,8,3,22.2,310.3333333333333
M,175,74,Squat (Barbell),245.0,8,3,22.2,310.3333333333333
M,175,74,Squat (Barbell),255.0,8,3,22.2,323.0
M,175,74,Squat (Barbell),255.0,8,3,22.2,323.0
M,175,74,Deadlift (Barbell),225.0,6,3,22.2,270.0
M,175,74,Deadlift (Barbell),250.0,6,3,22.2,300.0
M,175,74,Deadlift (Barbell),275.0,6,3,22.2,330.0
M,175,74,Deadlift (Barbell),275.0,6,3,22.2,330.0
M,175,74,Incline Bench Press (Barbell),155.0,5,4,29.6,180.83333333333334
M,175,74,Incline Bench Press (Barbell),155.0,5,4,29.6,180.83333333333334
M,175,74,Incline Bench Press (Barbell),185.0,6,3,22.2,222.0
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Incline Bench Press (Barbell),225.0,8,3,22.2,285.0
M,175,74,Overhead Press (Barbell),155.0,10,3,22.2,206.66666666666666
M,175,74,Overhead Press (Barbell),155.0,10,3,22.2,206.66666666666666
M,175,74,Overhead Press (Barbell),170.0,10,3,22.2,226.66666666666666
M,175,74,Overhead Press (Barbell),185.0,9,3,22.2,240.5
M,175,74,Shoulder Press (Standing),85.0,10,3,13.0,113.33333333333333
M,175,74,Shoulder Press (Standing),95.0,8,3,13.0,120.33333333333333
M,175,74,Chin Up,42.5,10,3,13.0,56.666666666666664
M,175,74,Chin Up,42.5,10,3,13.0,56.666666666666664
M,175,74,Chin Up,42.5,10,3,13.0,56.666666666666664
M,175,74,Chin Up,35.0,10,3,13.0,46.666666666666664
M,175,74,Chin Up,35.0,10,3,13.0,46.666666666666664
M,175,74,Chin Up,35.0,10,3,13.0,46.666666666666664
M,175,74,Chin Up,35.0,10,3,13.0,46.666666666666664
M,175,74,Seated Cable Row (close Grip),160.0,10,3,13.0,213.33333333333331
M,175,74,Seated Cable Row (close Grip),160.0,8,3,13.0,202.66666666666666
M,175,74,Seated Cable Row (close Grip),160.0,10,3,13.0,213.33333333333331
M,175,74,Seated Shoulder  Press (Barbell),135.0,8,3,13.0,171.0
M,175,74,Seated Shoulder  Press (Barbell),185.0,8,3,13.0,234.33333333333331
M,175,74,Seated Shoulder  Press (Barbell),195.0,8,3,13.0,247.0
M,175,74,Seated Shoulder  Press (Barbell),205.0,8,3,13.0,259.66666666666663
M,175,74,Seated Shoulder  Press (Barbell),205.0,8,3,13.0,259.66666666666663
M,175,74,Weighted dips,90.0,8,3,13.0,114.0
M,175,74,Weighted dips,90.0,8,3,13.0,114.0
M,175,74,Weighted dips,90.0,8,3,13.0,114.0
M,175,74,Weighted dips,0.0,8,3,13.0,0.0
M,175,74,Shoulder Press (Standing),80.0,8,3,13.0,101.33333333333333
M,175,74,Shoulder Press (Standing),80.0,8,3,13.0,101.33333333333333
M,175,74,Squat (Barbell),155.0,8,3,22.2,196.33333333333331
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),255.0,8,3,22.2,323.0
M,175,74,Squat (Barbell),275.0,6,3,22.2,330.0
M,175,74,Squat (Barbell),275.0,6,3,22.2,330.0
M,175,74,Squat (Barbell),280.0,7,3,22.2,345.33333333333337
M,175,74,Squat (Barbell),280.0,5,4,29.6,326.6666666666667
M,175,74,Squat (Barbell),280.0,5,4,29.6,326.6666666666667
M,175,74,Deadlift (Barbell),275.0,5,4,29.6,320.83333333333337
M,175,74,Deadlift (Barbell),275.0,5,4,29.6,320.83333333333337
M,175,74,Deadlift (Barbell),275.0,5,4,29.6,320.83333333333337
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,45.0,9,3,13.0,58.5
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,45.0,8,3,13.0,57.0
M,175,74,Chin Up,0.0,8,3,13.0,0.0
M,175,74,Chin Up,0.0,8,3,13.0,0.0
M,175,74,Seated Cable Row (close Grip),160.0,8,3,13.0,202.66666666666666
M,175,74,Seated Cable Row (close Grip),175.0,8,3,13.0,221.66666666666666
M,175,74,Seated Cable Row (close Grip),175.0,8,3,13.0,221.66666666666666
M,175,74,Seated Cable Row (close Grip),175.0,8,3,13.0,221.66666666666666
M,175,74,Rear delt fly,145.0,10,3,13.0,193.33333333333331
M,175,74,Rear delt fly,145.0,10,3,13.0,193.33333333333331
M,175,74,Rear delt fly,145.0,10,3,13.0,193.33333333333331
M,175,74,Squat (Barbell),175.0,7,3,22.2,215.83333333333334
M,175,74,Squat (Barbell),175.0,5,4,29.6,204.16666666666669
M,175,74,Squat (Barbell),225.0,8,3,22.2,285.0
M,175,74,Squat (Barbell),255.0,6,3,22.2,306.0
M,175,74,Squat (Barbell),275.0,8,3,22.2,348.3333333333333
M,175,74,Squat (Barbell),285.0,8,3,22.2,361.0
M,175,74,Squat (Barbell),285.0,8,3,22.2,361.0
M,175,74,Squat (Barbell),285.0,6,3,22.2,342.0
M,175,74,Deadlift (Barbell),225.0,5,4,29.6,262.5
M,175,74,Deadlift (Barbell),285.0,6,3,22.2,342.0
M,175,74,Deadlift (Barbell),290.0,6,3,22.2,348.0
M,175,74,Deadlift (Barbell),285.0,6,3,22.2,342.0
M,175,74,Leg press (hinge ),450.0,10,3,13.0,600.0
M,175,74,Leg press (hinge ),450.0,10,3,13.0,600.0
M,175,74,Leg press (hinge ),450.0,12,3,13.0,630.0
M,175,74,Chin Up,50.0,9,3,13.0,65.0
M,175,74,Chin Up,50.0,9,3,13.0,65.0
M,175,74,Chin Up,50.0,8,3,13.0,63.33333333333333
M,175,74,Chin Up,50.0,8,3,13.0,63.33333333333333
M,175,74,T-bar Row,125.0,8,3,13.0,158.33333333333331
M,175,74,T-bar Row,125.0,8,3,13.0,158.33333333333331
M,175,74,T-bar Row,125.0,8,3,13.0,158.33333333333331
M,175,74,Rear delt fly,145.0,12,3,13.0,203.0
M,175,74,Rear delt fly,140.0,13,2,8.6,200.66666666666666
M,175,74,Rear delt fly,130.0,10,3,13.0,173.33333333333331
M,175,74,Bicep Curl (Barbell),100.0,8,3,13.0,126.66666666666666
M,175,74,Bicep Curl (Barbell),95.0,12,3,13.0,133.0
M,175,74,Bicep Curl (Barbell),95.0,10,3,13.0,126.66666666666666
M,175,74,Pull Up,25.0,9,3,13.0,32.5
M,175,74,Pull Up,25.0,8,3,13.0,31.666666666666664
M,175,74,Pull Up,50.0,8,3,13.0,63.33333333333333
M,175,74,Seated Shoulder  Press (Barbell),135.0,8,3,13.0,171.0
M,175,74,Seated Shoulder  Press (Barbell),135.0,6,3,13.0,162.0
M,175,74,Seated Shoulder  Press (Barbell),185.0,9,3,13.0,240.5
M,175,74,Seated Shoulder  Press (Barbell),205.0,8,3,13.0,259.66666666666663
M,175,74,Seated Shoulder  Press (Barbell),210.0,8,3,13.0,266.0
M,175,74,Seated Shoulder  Press (Barbell),215.0,7,3,13.0,265.1666666666667
M,175,74,Seated Shoulder  Press (Barbell),185.0,10,3,13.0,246.66666666666666
M,175,74,Weighted dips,45.0,8,3,13.0,57.0
M,175,74,Weighted dips,45.0,10,3,13.0,60.0
M,175,74,Weighted dips,45.0,10,3,13.0,60.0
M,175,74,Weighted dips,90.0,9,3,13.0,117.0
M,175,74,Weighted dips,90.0,7,3,13.0,111.0
M,175,74,Weighted dips,90.0,8,3,13.0,114.0
M,175,74,Squat (Barbell),185.0,5,4,29.6,215.83333333333334
M,175,74,Squat (Barbell),225.0,5,4,29.6,262.5
M,175,74,Squat (Barbell),275.0,5,4,29.6,320.83333333333337
M,175,74,Squat (Barbell),295.0,5,4,29.6,344.1666666666667
M,175,74,Squat (Barbell),315.0,5,4,29.6,367.5
M,175,74,Squat (Barbell),315.0,5,4,29.6,367.5
M,175,74,Squat (Barbell),315.0,5,4,29.6,367.5
M,175,74,Squat (Barbell),225.0,10,3,22.2,300.0
M,175,74,Deadlift (Barbell),225.0,5,4,29.6,262.5
M,175,74,Deadlift (Barbell),275.0,5,4,29.6,320.83333333333337
M,175,74,Deadlift (Barbell),300.0,6,3,22.2,360.0
M,175,74,Deadlift (Barbell),300.0,6,3,22.2,360.0
M,175,74,Deadlift (Barbell),300.0,6,3,22.2,360.0
M,175,74,Leg press (hinge ),450.0,10,3,13.0,600.0
M,175,74,Leg press (hinge ),450.0,10,3,13.0,600.0
M,175,74,Leg press (hinge ),450.0,10,3,13.0,600.0
M,175,74,Chin Up,50.0,10,3,13.0,66.66666666666666
M,175,74,Chin Up,50.0,9,3,13.0,65.0
M,175,74,Chin Up,50.0,8,3,13.0,63.33333333333333
M,175,74,Seated Cable Row (close Grip),155.0,12,3,13.0,217.0
M,175,74,T-bar Row,127.5,10,3,13.0,170.0
M,175,74,T-bar Row,127.5,10,3,13.0,170.0
M,175,74,T-bar Row,127.5,10,3,13.0,170.0
M,175,74,T-bar Row,90.0,12,3,13.0,125.99999999999999
M,175,74,T-bar Row,90.0,12,3,13.0,125.99999999999999
M,175,74,Bicep Curl (Barbell),75.0,13,2,8.6,107.5
M,175,74,Bicep Curl (Barbell),75.0,12,3,13.0,105.0
M,175,74,Bicep Curl (Barbell),75.0,12,3,13.0,105.0
M,175,74,Hammer Curl (Dumbbell ),70.0,12,3,13.0,98.0
M,175,74,Pull Up,50.0,8,3,13.0,63.33333333333333
M,175,74,Pull Up,50.0,8,3,13.0,63.33333333333333
M,175,74,Incline Bench Press (Barbell),135.0,5,4,29.6,157.5
M,175,74,Incline Bench Press (Barbell),135.0,8,3,22.2,171.0
M,175,74,Incline Bench Press (Barbell),185.0,6,3,22.2,222.0
M,175,74,Incline Bench Press (Barbell),225.0,6,3,22.2,270.0
M,175,74,Incline Bench Press (Barbell),245.0,5,4,29.6,285.83333333333337
M,175,74,Incline Bench Press (Barbell),245.0,5,4,29.6,285.83333333333337
M,175,74,Incline Bench Press (Barbell),135.0,5,4,29.6,157.5
M,175,74,Overhead Press (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Overhead Press (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Overhead Press (Barbell),185.0,8,3,22.2,234.33333333333331
M,175,74,Bench Press (Barbell),135.0,8,3,22.2,171.0
M,175,74,Bench Press (Barbell),155.0,5,4,29.6,180.83333333333334
M,175,74,Bench Press (Barbell),185.0,5,4,29.6,215.83333333333334
M,175,74,Bench Press (Barbell),185.0,5,4,29.6,215.83333333333334
M,175,74,Hammer Decline Chest Press,190.0,10,3,13.0,253.33333333333331
M,175,74,Hammer Decline Chest Press,190.0,10,3,13.0,253.33333333333331
M,175,74,Hammer shoulder press,140.0,10,3,13.0,186.66666666666666
M,175,74,Hammer shoulder press,140.0,10,3,13.0,186.66666666666666
M,175,74,Tricep pushdown,65.0,12,3,13.0,91.0
M,175,74,Tricep pushdown,65.0,12,3,13.0,91.0
M,175,74,Tricep pushdown,65.0,12,3,13.0,91.0
M,175,74,Tricep pushdown,65.0,12,3,13.0,91.0
M,175,74,Squat (Barbell),135.0,5,4,29.6,157.5
M,175,74,Squat (Barbell),185.0,6,3,22.2,222.0
M,175,74,Squat (Barbell),225.0,7,3,22.2,277.5
M,175,74,Squat (Barbell),275.0,5,4,29.6,320.83333333333337
M,175,74,Squat (Barbell),295.0,5,4,29.6,344.1666666666667
M,175,74,Squat (Barbell),305.0,6,3,22.2,366.0
M,175,74,Squat (Barbell),315.0,6,3,22.2,378.0
M,175,74,Squat (Barbell),315.0,6,3,22.2,378.0
M,175,74,Squat (Barbell),315.0,7,3,22.2,388.5
M,175,74,Leg press (hinge ),450.0,10,3,13.0,600.0
M,175,74,Leg press (hinge ),450.0,12,3,13.0,630.0
M,175,74,Leg press (hinge ),450.0,10,3,13.0,600.0
M,175,74,Deadlift (Barbell),225.0,6,3,22.2,270.0
M,175,74,Deadlift (Barbell),275.0,5,4,29.6,320.83333333333337
M,175,74,Deadlift (Barbell),315.0,5,4,29.6,367.5
M,175,74,Deadlift (Barbell),315.0,6,3,22.2,378.0
M,175,74,Seated Shoulder  Press (Barbell),95.0,8,3,13.0,120.33333333333333
M,175,74,Seated Shoulder  Press (Barbell),155.0,7,3,13.0,191.16666666666669
M,175,74,Seated Shoulder  Press (Barbell),185.0,6,3,13.0,222.0
M,175,74,Seated Shoulder  Press (Barbell),215.0,8,3,13.0,272.3333333333333
M,175,74,Seated Shoulder  Press (Barbell),215.0,8,3,13.0,272.3333333333333
M,175,74,Seated Shoulder  Press (Barbell),215.0,8,3,13.0,272.3333333333333
M,175,74,Seated Shoulder  Press (Barbell),135.0,8,3,13.0,171.0
M,175,74,Weighted dips,0.0,8,3,13.0,0.0
M,175,74,Weighted dips,90.0,9,3,13.0,117.0
M,175,74,Weighted dips,90.0,8,3,13.0,114.0
M,175,74,Weighted dips,90.0,9,3,13.0,117.0
M,175,74,Weighted dips,0.0,8,3,13.0,0.0
M,175,74,Incline Press (Dumbbell),120.0,10,3,13.0,160.0
M,175,74,Incline Press (Dumbbell),120.0,10,3,13.0,160.0
M,175,74,Incline Press (Dumbbell),120.0,10,3,13.0,160.0
M,175,74,Chin Up,52.5,9,3,13.0,68.25
M,175,74,Chin Up,52.5,9,3,13.0,68.25
M,175,74,Chin Up,52.5,9,3,13.0,68.25
M,175,74,T-bar Row,135.0,9,3,13.0,175.5
M,175,74,T-bar Row,135.0,9,3,13.0,175.5
M,175,74,T-bar Row,135.0,8,3,13.0,171.0
M,175,74,T-bar Row,95.0,12,3,13.0,133.0
M,175,74,T-bar Row,95.0,12,3,13.0,133.0
M,175,74,Rear delt fly,135.0,12,3,13.0,189.0
M,175,74,Rear delt fly,135.0,12,3,13.0,189.0
M,175,74,Bicep Curl (Barbell),100.0,9,3,13.0,130.0
